BEST_PARENT,parcels,source,addr
PERIMETER COURT PARTNERS LLC,1,name_only,4303 GALLATIN PIKE STE 103 NASHVILLE TN 37216
PERIMETER MEDICAL CENTER LLC,1,name_only,9172 SYDNEY LN BRENTWOOD TN 37027
O I C HOMEOWNERS ASSOC LONE OAK CIRCLE,1,name_only,9028 MAYFIELD CT BRENTWOOD TN 37027
PERIMETER PARTNERS,1,name_only,500 ELMINGTON AVE 330 C/O H A GILBERT NASHVILLE TN 37205
O I C HOMES AT 1110 & 1112 MONTROSE AVE,1,name_only,5107 MARYLAND WAY 115 C/O SAMUEL F ANDERSON BRENTWOOD TN 37027
O I C HOMES AT 1111 GRAYBAR,1,name_only,629 POST OAK CIR BRENTWOOD TN 37027
O I C HOMES AT 1508 WENDELL AVENUE,1,name_only,1400 5TH AVE N NASHVILLE TN 37208
O I C HOMES AT 1327 OTAY,1,name_only,1407 SWEETBRIAR AVE NASHVILLE TN 37212
OTTER CREEK PROPERTIES LLC,1,name_only,5307 GENERAL FORREST CT NASHVILLE TN 37215
OTTER WOOD HOA INC,1,name_only,50 VANTAGE WAY STE 100 NASHVILLE TN 37228
OTTER WOOD HOMEOWNERS ASSOC,1,name_only,PO BOX 150406 NASHVILLE TN 37215
O I C HOMES AT 1321 ISLAND VIEW COURT,1,name_only,10 BURTON HILLS BLVD STE 400 NASHVILLE TN 37215
1408 MONETTA LLC,1,name_only,2517 EUGENIA AVE STE 202 NASHVILLE TN 37211
O I C HOMES AT 1321 & 1323 OTAY STREET,1,name_only,4404 WESTLAWN DR NASHVILLE TN 37209
O I C HOMES AT 1319 OTAY STREET,1,name_only,1641 CHASE ST NASHVILLE TN 37216
ANCHORED LEGACY PARTNERS LLC,1,name_only,5805 STATE BRIDGE RD STE G-502 JOHNS CREEK GA 30097
ANCHORED DEVELOPMENTS LLC,1,name_only,2130 WHITNEY AVE NASHVILLE TN 37210
OTTERWOOD HOMEOWNERS ASSOCIATION INC,1,name_only,C/O NEWTOWNE PROPERTIES PO BOX 150406 NASHVILLE TN 37215
OTTRELL LLC,1,name_only,7475 INDIAN CREEK RD
OUR KIDS INC,1,name_only,1804 HAYES ST NASHVILLE TN 37203
O I C HOMES AT 1318 TULIP GROVE ROAD,1,name_only,2089 KIDD RD NOLENSVILLE TN 37135
OUR LITTLE NEST LLC,1,name_only,1715 CEDAR LN C/O DAVID EPSTEIN NASHVILLE TN 37212
OURSONG LLC,1,name_only,1908 UNRUH CT NEW ALBANY IN 47150
OURTH & GARFIELD OWNERS ASSOCIATION INC,1,name_only,PO BOX 360126 MELBOURNE FL 32936
O I C HOMES AT 1318 CARDINAL AVENUE,1,name_only,1318 CARDINAL AVE NASHVILLE TN 37216
OUTER DRIVE PARTNERS LLC,1,name_only,9028 MAYFIELD CT BRENTWOOD TN 37027
OUTLAW LLC THE,1,name_only,5540 WEST MAIN ST STE 2
OTTER CREEK OWNERS ASSOCIATION INC,1,name_only,1623 OTTER CREEK RD NASHVILLE TN 37215
O I C HOMES AT 138 HARRIS STREET,1,name_only,6400 HWY 100 NASHVILLE TN 37205
O I C HOMES AT 1113 ARGYLE AVENUE,1,name_only,9431 TIMBER RIDGE CT BRENTWOOD TN 37027
O I C HOMES AT 138 HAVERFORD,1,name_only,2037 BRECKENRIDGE DR MOUNT JULIET TN 37122
ORR INVESTMENTS LLC,1,name_only,1731 GOODSTEIN DR CASPER WY 82601
ORTEX SYSTEMS INC,1,name_only,250 ORTEX DR CLARKSVILLE TN 37040
O I C HOMES AT 1406 HOLLY STREET,1,name_only,1389 MOONLIGHT TRL BRENTWOOD TN 37027
ANDERSON LLC,1,name_only,4301 E 6TH AVE PKWY
O I C HOMES AT 1406 BOSCOBEL STREET,1,name_only,7035 STONE RUN DR BRENTWOOD TN 37027
OSBORNE INVESTMENTS LLC,1,name_only,1057 PHILLIPS PARK DR MOUNT PLEASANT SC 29464
OSCAR & ASSOCIATES LLC,1,name_only,233 E 69TH ST APT 9J NEW YORK NY 10021
OSIAS ENTERPRISES INC,1,name_only,5353 HILLSBORO RD NASHVILLE TN 37215
OSSCA LLC,1,name_only,197 ROBIN HILL RD NASHVILLE TN 37205
O I C HOMES AT 1406 4TH AVENUE NORTH,1,name_only,9128 BRENTMEADE BLVD BRENTWOOD TN 37027
O I C HOMES AT 1405 HUFFINE STREET,1,name_only,1405 HUFFINE ST NASHVILLE TN 37216
OSSOFF COMMUNITY PROPERTY TRUST THE,1,name_only,2014 FRANSWORTH DR NASHVILLE TN 37205
OSTEEN & CASTEEL LLC,1,name_only,733 SINCLAIR CIR BRENTWOOD TN 37027
OSTRICH HOUSE LLC,1,name_only,9375 FLORAL AVE CINCINNATI OH 45242
O I C HOMES AT 1404 BOSCOBEL,1,name_only,1404 BOSCOBEL ST NASHVILLE TN 37206
O I C HOMES AT 1404 10TH AVENUE NORTH,1,name_only,204 S 11TH ST NASHVILLE TN 37206
O I C HOMES AT 1403 10TH AVENUE NORTH,1,name_only,204 S 11TH ST NASHVILLE TN 37206
OSU PROPERTY GROUP LLC,1,name_only,2540 PARK DR NASHVILLE TN 37214
O I C HOMES AT 1401 EDGEHILL AVENUE,1,name_only,PO BOX 680854 FRANKLIN TN 37068
OUTLOOK INVESTMENTS LLC,1,name_only,1112 W RIVERSIDE DR KOHLER WI 53044
ANCHORED DEVELOPMENT LLC,1,name_only,440 E IRIS DR NASHVILLE TN 37204
O I C HOMES AT 1316 CARDINAL AVENUE,1,name_only,1316 CARDINAL AVE NASHVILLE TN 37216
ANCHOR WIRE CORP,1,name_only,425 CHURCH ST GOODLETTSVILLE TN 37072
OWL HILL HOLDINGS LLC,1,name_only,600 HANGAR LN NASHVILLE TN 37217
O I C HOMES AT 1311 JONES AVENUE,1,name_only,4117 HILLSBORO PIKE STE 103-265 NASHVILLE TN 37215
ANCHOR DOWN INVESTMENTS LLC,1,name_only,401 AVOCA ST
O I C HOMES AT 1310 CARDINAL AVENUE,1,name_only,1310 CARDINAL AVE NASHVILLE TN 37216
O I C HOMES AT 1310 & 1312 CLIFTON LANE,1,name_only,3252 ASPEN GROVE DR STE 13 FRANKLIN TN 37067
OWNEZ ASSET MANAGEMENT LLC,1,name_only,3905 VINCENNES RD STE 303 INDIANAPOLIS IN 46268
O I C HOMES AT 131 OCEOLA AVENUE,1,name_only,6446 EDINBURGH DR NASHVILLE TN 37221
O I C HOMES AT 1309 GRAND AVENUE,1,name_only,8110 ISABELLA LN STE 200 BRENTWOOD TN 37027
O I C HOMES AT 1304 CLIFTON LANE,1,name_only,1304 CLIFTON LN NASHVILLE TN 37215
O I C HOMES AT 1304 55TH,1,name_only,1304 A 55TH AVE N NASHVILLE TN 37209
O I C HOMES AT 1303 LITTON AVENUE,1,name_only,1303 LITTON AVE NASHVILLE TN 37216
OXFORD HILLS HOMEOWNERS ASSOC INC,1,name_only,2607 EUGENIA AV NASHVILLE TN 37211
O I C HOMES AT 1303 LITTLE HAMILTON AVE,1,name_only,PO BOX 158444 NASHVILLE TN 37215
O I C HOMES AT 1302 & 1304 15 AVENUE S,1,name_only,1204 TWIN VIEW DR MURFREESBORO TN 37128
O I C HOMES AT 1300 MONETTA AVENUE,1,name_only,4414 BRUSH HILL RD NASHVILLE TN 37216
OZARK EQUITY LLC,1,name_only,2419 BRANCH ST B NASHVILLE TN 37216
OZBURN COMMUNITY PROPERTY TRUST,1,name_only,2435 OLD HICKORY BLVD NASHVILLE TN 37221
O I C HOMES AT 13 WESTLAWN COURT,1,name_only,2317 CRUZEN ST NASHVILLE TN 37211
ANAYA KULOBA REAL ESTATE HOLDINGS LLC,1,name_only,7277 CHARLOTTE PIKE UNIT 259 NASHVILLE TN 37209
O I C HOMES AT 1311 LITTLE HAMILTON,1,name_only,1306 BELMONT PARK CT NASHVILLE TN 37215
O I C HOMES AT 1311 OTAY STREET,1,name_only,1725 STOKES LN NASHVILLE TN 37215
O I C HOMES AT 1312 MAXEY LANE,1,name_only,1105 SHARPE AVE NASHVILLE TN 37206
O I C HOMES AT 1314 GRANDVIEW DRIVE,1,name_only,959 CALDWELL LN NASHVILLE TN 37204
OVER THE HILL PARTNERS LLC,1,name_only,"315 DEADERICK STREET, NASHVILLE, TN 37238"
OVER THE TOP PROPERTIES LLC,1,name_only,1206 IRELAND ST A
405 40TH AVE N PROPCO LP,1,name_only,14567 N OUTER 40 RD STE 500 CHESTERFIELD MO 63017
OVERHILL APARTMENT PARTNERS GP ET AL,1,name_only,1205 DIVISION ST C/O FIRST MANAGEMENT
OVERLAND PARK INVESTMENT CO LLC,1,name_only,2 BUCKLAND ABBEY
OVERLOOK AT AARONS CRESS HOMEOWNERS ASSOCIATION INC,1,name_only,4521 TROUSDALE DR NASHVILLE TN 37204
O I C HOMES AT 1314 PILLOW STREET,1,name_only,2210 OAKLEAF DR FRANKLIN TN 37064
OVERLOOK PROJECT LLC,1,name_only,2206 21ST AVE S NASHVILLE TN 37212
OVERLOOK VENTURES LLC,1,name_only,3304 OVERLOOK DR NASHVILLE TN 37212
OWENS JEFFERY & DIANE RAGIN COMMUNITY PROPERTY TRUST,1,name_only,6216 BENT WOOD DR ANTIOCH TN 37013
OVERNITE TRANSPORTATION CO,1,name_only,PO BOX 20197 ATLANTA GA 30325
O I C HOMES AT 1314 CARDINAL AVENUE,1,name_only,1314 CARDINAL AVE NASHVILLE TN 37216
O I C HOMES AT 1314 AND 1316 CLIFTON LN,1,name_only,1007 SOUTHSIDE CT NASHVILLE TN 37203
O I C HOMES AT 1313 OTAY STREET,1,name_only,2330 GOLF CLUB LN NASHVILLE TN 37215
ANCHOR HOUSE PROPERTIES LLC,1,name_only,1022 LULLWATER RD NE ATLANTA GA 30307
O I C HOMES AT 1312 MONETTA AVENUE,1,name_only,1606 TWIN SQUARE WAY FRANKLIN TN 37067
1408 HARWOOD LLC,1,name_only,3167 BRIMSTEAD DR FRANKLIN TN 37064
OWEN LUCKETT PROPERTIES LLC,1,name_only,204 RADNOR ST
O I C HOMES AT 1406 PHILLIPS STREET,1,name_only,PO BOX 331235 NASHVILLE TN 37203
O I C HOMES AT 1406 RIVERSIDE DRIVE,1,name_only,1019 WHITES CREEK PIKE NASHVILLE TN 37207
ORLEANS LTD,1,name_only,%JOEL RIGGS COMPANY 2319 CRESTMOOR RD NASHVILLE TN 37215
O I C HOMES AT 1430 BENJAMIN,1,name_only,3944 MOSS ROSE DR NASHVILLE TN 37216
ONEOHONE LLC,1,name_only,7423 INDIAN CREEK RD NASHVILLE TN 37209
ANDERSON THOMAS PROPERTIES LLC,1,name_only,116 29TH AVE N NASHVILLE TN 37203
O I C HOMES AT 1501 HAYDEN DRIVE,1,name_only,1501 HAYDEN DR NASHVILLE TN 37206
ONTARIO 315 LLC,1,name_only,798 BERRY RD 40805
ANDERSON REAL ESTATE INVESTMENTS LLC,1,name_only,1319 D ANN DR MURFREESBORO TN 37129
O I C HOMES AT 1501 ANN STREET,1,name_only,PO BOX 111351 NASHVILLE TN 37222
O I C HOMES AT 1501 AND 1503 60TH AVENU,1,name_only,2317 CRUZEN ST NASHVILLE TN 37211
OP 611 COMMERCE PROPERTY LLC,1,name_only,2 MUSIC CIR S STE 200 NASHVILLE TN 37203
O I C HOMES AT 1500 BOSCOBEL STREET,1,name_only,PO BOX 331235 NASHVILLE TN 37203
O I C HOMES AT 15 NORTH HILL STREET,1,name_only,1209 SAXON DR NASHVILLE TN 37215
O I C HOMES AT 14TH AVENUIE NORTH & CAS,1,name_only,4404 WESTLAWN DR NASHVILLE TN 37209
1411 MEHARRY A LLC,1,name_only,1411 MEHARRY BLVD UNIT A NASHVILLE TN 37208
OP MUSIC CIRCLE LLC,1,name_only,2 MUSIC CIRCLE S STE 200
O I C HOMES AT 1496 WOODMONT BLVD,1,name_only,1496 WOODMONT BLVD UNIT B NASHVILLE TN 37215
O I C HOMES AT 144 WOODMONT BOULEVARD,1,name_only,204 S 11TH ST NASHVILLE TN 37206
OP MUSIC SQUARE EAST PROPERTY LLC,1,name_only,2 MUSIC CIR S STE 200 NASHVILLE TN 37203
O I C HOMES AT 1436 LISCHEY AVENUE,1,name_only,342 COOL SPRINGS BLVD STE 202 FRANKLIN TN 37067
O I C HOMES AT 1435 PORTER ROAD,1,name_only,1308 GALLATIN AVE NASHVILLE TN 37206
O I C HOMES AT 1431 & 1433 PORTER ROAD,1,name_only,1431 PORTER RD NASHVILLE TN 37206
ANDINA 1212 LLC,1,name_only,5030 INGLEWOOD CT NASHVILLE TN 37216
O I C HOMES AT 1503 TURNER STREET,1,name_only,1503 TURNER ST OLD HICKORY TN 37138
ONE22ONE INVESTMENT PARTNERS LLC,1,name_only,9010 OVERLOOK BLVD BRENTWOOD TN 37027
O I C HOMES AT 1507 CORDER,1,name_only,PO BOX 2282 HENDERSONVILLE TN 37077
O I C HOMES AT 1508 GASSER DRIVE,1,name_only,1508 GASSER DR ANTIOCH TN 37013
OMR DEVELOPMENT LLC AND MC PRESTIGE SERVICE LLC,1,name_only,6401 PADDINGTON WAY ANTIOCH TN 37013
OMSHIV LLC,1,name_only,7815 COLEY DAVIS RD NASHVILLE TN 37221
ANDO INVESTMENTS G P,1,name_only,1418 BURNSIDE DR ATTN: ANITA M FIELDS FRANKLIN TN 37067
O I C HOMES AT 1508 AND 1510 TYNE,1,name_only,2317 CRUZEN ST NASHVILLE TN 37211
O I C HOMES AT 1507 SHELBY AVENUE,1,name_only,1507 SHELBY AVE NASHVILLE TN 37206
ON RAMP RECORDS INC,1,name_only,821 LONGHUNTER CT NASHVILLE TN 37217
1411 MEHARRY BOULEVARD TOWNHOMES OWNERS ASSOC INC,1,name_only,3370 N HAYDEN RD STE 123-524 SCOTTSDALE AZ 85251
O I C HOMES AT 1507 10TH AVE,1,name_only,864 KIRKWOOD AVE NASHVILLE TN 37204
O I C HOMES AT 1504 WAYNE DRIVE,1,name_only,1504 WAYNE DR NASHVILLE TN 37206
O I C HOMES AT 1506 SOUTH STREET,1,name_only,204 S 11TH ST NASHVILLE TN 37206
ARC HR5MSSE001 LLC,1,name_only,7700 FORSYTH BLVD FL 9 SAINT LOUIS MO 63105
ON THE SURF LLC,1,name_only,5013 LAKE BREEZE RD GROVE OK 74344
ONCENTURY HOSPITALITY LLC,1,name_only,4811 LEBANON PIKE STE 200 HERMITAGE TN 37076
ONE FOR THE TABLE LLC,1,name_only,119 W 57TH ST PH NORTH NEW YORK NY 10019
O I C HOMES AT 1506 GRANDVIEW DRIVE,1,name_only,2209 CRESTMOOR RD STE 100 NASHVILLE TN 37215
O I C HOMES AT 1505 AND 1507 60TH AVE,1,name_only,1505 60TH AVE N NASHVILLE TN 37209
1411 MEHARRY BLVD LLC,1,name_only,108 CAPISTRANO AVE PISMO BEACH CA 93449
OP PROPERTIES,1,name_only,5631 GRANNY WHITE PK BRENTWOOD TN 37027
O I C HOMES AT 143 WOODMONT BOULEVARD,1,name_only,9206 CONCORD RD BRENTWOOD TN 37027
O I C HOMES AT 1407 MONETTA,1,name_only,904 LEXIE CT MOUNT JULIET TN 37122
O I C HOMES AT 1429 HUFFINE ST,1,name_only,1429 HUFFINE ST NASHVILLE TN 37216
O I C HOMES AT 1414 BOSCOBEL STREET,1,name_only,1414 BOSCOBEL ST NASHVILLE TN 37206
O I C HOMES AT 1413 PORTER ROAD AMENDED,1,name_only,375 HERRON DR APT 2 NASHVILLE TN 37210
O I C HOMES AT 1413 CLIFTON LANE,1,name_only,711 CRESCENT RD NASHVILLE TN 37205
O I C HOMES AT 1413 C & D MONETTA AVENUE,1,name_only,325 GOOD HOPE RD LAWRENCEBURG TN 38464
ORBIT CITY INVESTMENTS LLC,1,name_only,PO BOX 1352 PORT SAINT JOE FL 32457
O I C HOMES AT 1412 MEHARRY BOULEVARD,1,name_only,1412 AND 1500 MEHARRY BLVD NASHVILLE TN 37208
ORDWAY PLACE LLC,1,name_only,620 SHELBY ST BRISTOL TN 37620
OREI SHADOWBLUFF PROPERTY OWNER LLC,1,name_only,1200BRICKELL AVE PH 2020 MIAMI FL 33131
O I C HOMES AT 1412 MCKENNIE AVENUE,1,name_only,PO BOX 68081 NASHVILLE TN 37206
O I C HOMES AT 1411 EASTLAND AVENUE,1,name_only,1411 EASTLAND AVE NASHVILLE TN 37206
O I C HOMES AT 1409 DEBOW STREET,1,name_only,1409 DEBOW ST OLD HICKORY TN 37138
ORGANIZED NEIGHBORS OF EDGEHILL INC,1,name_only,1001 EDGEHILL AV NASHVILLE TN 37203
404 HYVE LLC,1,name_only,9 W BELLAQUA ESTATES DR ROCHESTER NY 14624
O I C HOMES AT 1408 RIVERSIDE DRIVE,1,name_only,1019 WHITES CREEK PK NASHVILLE TN 37207
ORION NASHVILLE TN LLC,1,name_only,PO BOX 460069 DEPT 811 C/O ORION REIT HOUSTON TX 77056
ORION REALTY LLC,1,name_only,603 DAVIDSON ST C/O CUMBERLAND ARCHITECT NASHVILLE TN 37213
ORKIN EXTERMINATING CO INC,1,name_only,2170 PIEDMONT RD C/O REAL ESTATE DEPT ATLANTA GA 30324
O I C HOMES AT 1408 BOSCOBEL,1,name_only,1205 4TH AVE N NASHVILLE TN 37208
ORLE PROPERTIES LLC,1,name_only,104 LIBERTY CT HENDERSONVILLE TN 37075
O I C HOMES AT 1414 BRYAN STREET,1,name_only,505 CHURCH ST APT 2104 NASHVILLE TN 37219
O I C HOMES AT 1415 10TH AVENUE NORTH A,1,name_only,4220 FRANKLIN PIKE NASHVILLE TN 37204
ORA ET LABORA LLC,1,name_only,108 EARLINE AVE HENDERSONVILLE TN 37075
OPRY MILLS OPERATING CO LLC,1,name_only,33730 BAINBRIDGE RD 2ND FLOOR
O I C HOMES AT 1427 MONETTA AVENUE,1,name_only,2707 MEADOW ROSE DR NASHVILLE TN 37206
O I C HOMES AT 1423 ROSEBANK AVENUE,1,name_only,1423 ROSEBANK AVE NASHVILLE TN 37206
OPEN YOUR ART LLC,1,name_only,30 S WACKER DR 2875 C/O SIMPSON ESTATES INC CHICAGO IL 60606
O I C HOMES AT 1422 LITTON AVENUE,1,name_only,204 S 11TH ST NASHVILLE TN 37206
OPENDOR PROPERTY TRUST I,1,name_only,1295 W WASHINGTON ST STE 115 TEMPE AZ 85288
OPERATION STAND DOWN INC,1,name_only,1125 12TH AVE S NASHVILLE TN 37203
ANDERSON PROPERTY TRUST & GALLOWAY PROPERTY TRUST,1,name_only,612 MADISON ST NASHVILLE TN 37208
O I C HOMES AT 1422 HUFFINE STREET,1,name_only,521 8TH AVE S STE 103 NASHVILLE TN 37203
1411 4TH AVE SOUTH PARTNERS LLC,1,name_only,1407 SWEETBRIAR AVE NASHVILLE TN 37212
OPULENT ACQUISITIONS & DEVELOPMENT LLC & ET AL,1,name_only,204 POINT EAST DR NASHVILLE TN 37216
OPRYLAND HOSPITALITY I LLC,1,name_only,PO BOX 20197 ATLANTA GA 30325
1410 MUSIC ROW LLC,1,name_only,1924 18TH AVE S NASHVILLE TN 37212
O I C HOMES AT 1420 CLIFTON LANE,1,name_only,1920 ADELICIA ST STE 300 NASHVILLE TN 37212
O I C HOMES AT 1420 15TH AVENUE SOUTH,1,name_only,PO BOX 331235 NASHVILLE TN 37203
O I C HOMES AT 1419 OTAY STREET,1,name_only,2210 OAKLEAF DR FRANKLIN TN 37064
O I C HOMES AT 1418 15TH AVENUE SOUTH,1,name_only,1418 15TH AVE S NASHVILLE TN 37212
OPTIMUM REAL ESTATE HOLDINGS LLC,1,name_only,30 N GOULD ST STE R SHERIDAN WY 82801
O I C HOMES AT 1416 HUFFINE STREET,1,name_only,465 HENSLEE DR UNIT C-1 DICKSON TN 37055
O I C HOMES AT 12TH AND DAVIDSON,1,name_only,5800 CALIFORNIA AVE NASHVILLE TN 37209
OZZIE INC LAND TRUST,1,name_only,PO BOX 120427 NASHVILLE TN 37211
1407-1409 STRAIGHTWAY ASSOCIATION INC,1,name_only,1407 STRAIGHTWAY AVE NASHVILLE TN 37206
O I C HOMES AT 1144 AND 1146 GLENDALE LA,1,name_only,2819 COLUMBINE PL NASHVILLE TN 37204
O I C HOMES AT 117 ELMHURST,1,name_only,2028 WILLOWMET LN BRENTWOOD TN 37027
O I C HOMES AT 117 BRIDGEWAY AVENUE,1,name_only,807 BRADFORD AVE NASHVILLE TN 37204
PARADIGM HOSPITALITY NASHVILLE AIRPORT LLC,1,name_only,3423 PERCY PRIEST DR NASHVILLE TN 37214
AMORI LLC,1,name_only,5524 TRACESIDE DR NASHVILLE TN 37221
O I C HOMES AT 117 32ND AVENUE SOUTH,1,name_only,117 32ND AVE S NASHVILLE TN 37212
AMLA INVESTMENTS LLC,1,name_only,AMLA INVESTMENTS
O I C HOMES AT 116 SADLER COURT,1,name_only,4802 A CITRUS DR NASHVILLE TN 37211
AML PROPERTIES LLC,1,name_only,806 B APPLE DR NASHVILLE TN 37211
O I C HOMES AT 116 N 9TH,1,name_only,208 KEY CT BRENTWOOD TN 37027
O I C HOMES AT 116 FERN AVE TOWNHOME AS,1,name_only,116A FERN AVE NASHVILLE TN 37207
O I C HOMES AT 1158 GREENLAND AMENDED,1,name_only,1158 GREENLAND AVE NASHVILLE TN 37216
PARADISE PROPERTIES PLUS LLC & LURIE STEVE,1,name_only,401 S MT JULIET RD STE 235
PARADISE PROPERTISE GP,1,name_only,PO BOX 426 JOELTON TN 37080
O I C HOMES AT 1150 AND 1152 SEWANEE DR,1,name_only,6215 BELLE RIVE DR BRENTWOOD TN 37027
PARADISE RIDGE RV PARK LLC,1,name_only,1102 E BALL AVE PARMA ID 83660
O I C HOMES AT 115 RAINS AVENUE,1,name_only,2517 EUGENIA AVE STE 202 NASHVILLE TN 37211
O I C HOMES AT 115 ELMHURST,1,name_only,2028 WILLOWMET LN BRENTWOOD TN 37027
O I C HOMES AT 1146 CAHAL AVENUE AMENDE,1,name_only,1146 CAHAL AVE NASHVILLE TN 37206
PARADYME SECURED INCOME FUND SPE LLC,1,name_only,1580 DOVER AVE LAKE HAVASU CITY AZ 86404
O I C HOMES AT 118 FERN AVE,1,name_only,118 FERN AVE NASHVILLE TN 37207
PARADICE PROPERTIES,1,name_only,316 HICKORY PL NASHVILLE TN 37214
O I C HOMES AT 119 ELMHURST,1,name_only,2028 WILLOWMET LN BRENTWOOD TN 37027
PANTOS FAMILY LTD PARTNERSHIP NO IV,1,name_only,45 WARNER GROSSE POINTE FARMS MI 48236
PANDA PROPERTIES LLC,1,name_only,116 PATRICIA LEE CT
PANDELEPHANT LLC,1,name_only,1715 CEDAR LN NASHVILLE TN 37212
405 AVOCA UNIT 5 LLC,1,name_only,405 AVOCA ST 5 NASHVILLE TN 37203
PANDORA STREET PROPERTIES LLC,1,name_only,LINDSEY BRANNAN
PANK PARTNERS,1,name_only,1113 INDIAN POINT DR ATTN PRAKASH JAJU BRENTWOOD TN 37027
O I C HOMES AT 1200 RIVERSIDE DRIVE,1,name_only,342 COOL SPRINGS BLVD STE 202 FRANKLIN TN 37067
O I C HOMES AT 1200 BAPTIST WORLD CENTE,1,name_only,2164 BYNUM AVE NASHVILLE TN 37203
1401 STRAIGHTWAY CIRCLE TRUST L & O FARMS LLC TRS,1,name_only,PO BOX 695 MADISON TN 37116
O I C HOMES AT 1200 9TH STREET,1,name_only,1813 STONEWATER DR HERMITAGE TN 37076
AMP ENDEAVORS INC,1,name_only,204 SANSBURY TRL WARNER ROBINS GA 31088
PAP KRAFT DRIVE LTD,1,name_only,8719 DIPLOMACY ROW DALLAS TX 75247
PAPA G LLC,1,name_only,2372 W LONGHORN PL CHANDLER AZ 85286
PAPA JOHN'S USA INC,1,name_only,PO BOX 99900 LOUISVILLE KY 40269
PAPILLON PROPERTIES INC,1,name_only,806A HALCYON AVE NASHVILLE TN 37204
PAPPAS ESTATES LLC,1,name_only,1235 LIONS PEAK LN
AMPLIFIED INVESTMENTS LLC,1,name_only,1325 SW ORINDA WAY PORTLAND OR 97225
O I C HOMES AT 11TH AVENUE NORTH & OWEN STREET,1,name_only,504 SPINNAKER CT SMYRNA TN 37167
PAR INVESTMENTS LLC,1,name_only,1011 CHERRY AVE NASHVILLE TN 37203
O I C HOMES AT 1144 CAHAL AVENUE,1,name_only,4303 GALLATIN PIKE STE 103 NASHVILLE TN 37216
PARAGON DESIGNS LLC,1,name_only,111 W COMMERCE ST 201 LEWISBURG TN 37091
PANCAKE BROTHERS GROUP,1,name_only,5025 NOLENSVILLE RD NASHVILLE TN 37211
O I C HOMES AT 1140 AND 1142 GLENDALE LANE,1,name_only,1831 12TH AVE S STE 109 NASHVILLE TN 37203
1400 ROSA PARKS 330 LLC,1,name_only,13359 N HWY 183 STE 406613
AMG INC,1,name_only,667 N MAIN ST GOODLETTSVILLE TN 37072
O I C HOMES AT 1124 CAHAL,1,name_only,1124 CAHAL AVE NASHVILLE TN 37206
AMERSON TN RENTALS LLC,1,name_only,4914 EAST GLENN ST TUCSON AZ 85712
PARK AT MELROSE HEIGHTS II LLC,1,name_only,421 E IRIS DR STE 300 NASHVILLE TN 37204
O I C HOMES AT 1122 BILTMORE,1,name_only,1008 A GRANDVIEW DR NASHVILLE TN 37204
O I C HOMES AT 112 N 9TH,1,name_only,112 N 9TH ST NASHVILLE TN 37206
O I C HOMES AT 1119 CHESTER AVENUE TOWNHOMES AMENDED,1,name_only,1119 CHESTER AVE NASHVILLE TN 37206
O I C HOMES AT 1119 38TH AVE N,1,name_only,8021 MONTCASLTE DR NASHVILLE TN 37221
O I C HOMES AT 1118 STRAIGHTWAY AVENUE,1,name_only,3502 ROBBINS NEST RD THOMPSONS STATION TN 37179
O I C HOMES AT 1118 SHARPE AVENUE,1,name_only,231 LARGO DR NASHVILLE TN 37211
AMERSITE LLC,1,name_only,3295 A CHARLES DR NAPLES FL 34102
O I C HOMES AT 1116 2ND AVENUE SOUTH,1,name_only,PO BOX 40466 NASHVILLE TN 37204
PARK PLACE HOA INC,1,name_only,129 SHOWPLACE BLVD PIGEON FORGE TN 37863
1400 DAVIDSON LP,1,name_only,918 SOUTH ST NASHVILLE TN 37203
PARK RIDGE APARTMENTS LLC,1,name_only,309 WHITE BRIDGE RD C/O GIANIKAS PROP NASHVILLE TN 37209
O I C HOMES AT 1114 2ND AVENUE SOUTH,1,name_only,PO BOX 40466 NASHVILLE TN 37204
PARK ROAD CONDOMINIUM ASSN INC,1,name_only,4011 ARMORY OAKS DR NASHVILLE TN 37204
O I C HOMES AT 1114 & 1116 MONTROSE AVE,1,name_only,5107 MARYLAND WAY 115 BRENTWOOD TN 37027
PARK AT GLENCLIFF LLC,1,name_only,1209 SAXON DR NASHVILLE TN 37215
PARK 25 LLC,1,name_only,264 19TH ST STE 2200 C/O RICHARD MUNGER ATLANTA GA 30363
PARIS HOLDINGS TRUST,1,name_only,1880 CENTURY PARK E STE 1600 LOS ANGELES CA 90067
4052 LIBERTON WAY LLC,1,name_only,PO BOX 1620 TEMPE AZ 85280
PARAGON MILLS LLC,1,name_only,1209 SAXON DR NASHVILLE TN 37215
1401 GALLATIN PIKE PROPERTY TRUST,1,name_only,1401 GALLATIN RD NASHVILLE TN 37206
O I C HOMES AT 1137 & 1139 GRANNY WHITE,1,name_only,2819 COLUMBINE PL NASHVILLE TN 37204
1401 BURTON VALLEY ROAD LLC,1,name_only,5360 HILLSBORO PIKE NASHVILLE TN 37215
PARAVEL LLC,1,name_only,PO BOX 1263 BRENTWOOD TN 37024
PARBHU INVESTMENTS LLC,1,name_only,1274 MURFREESBORO PK NASHVILLE TN 37217
PARDUE BRANDON 2010 INVESTMENT SERVICES TRUST & ETAL,1,name_only,PO BOX 158247 NASHVILLE TN 37215
AMIRI FAMILY COMMUNITY PROPERTY TRUST,1,name_only,1609 BOXWOOD DR NASHVILLE TN 37211
