parid,apn,acct
309862,117030H21900CO,227274
309863,117030H22000CO,227275
309864,117030H22100CO,227276
309865,117030H22200CO,227277
309866,117030H22300CO,227278
309867,117030H22400CO,227279
309868,117030H22500CO,227280
309869,117030H22600CO,227281
309870,117030H22700CO,227282
309871,117030H22800CO,227283
309872,117030H22900CO,227284
309873,117030H23000CO,227285
309874,117030H23100CO,227286
309875,117030H23200CO,227287
309876,117030H23300CO,227288
309877,117030H23400CO,227289
309878,117030H23500CO,227290
309879,117030H23700CO,227291
309880,117030H23900CO,227292
309881,117030H24100CO,227293
309882,117030H24300CO,227294
309883,117030H24500CO,227295
309884,117030H24700CO,227296
309885,117030H24900CO,227297
309886,117030H25100CO,227298
309887,117030H25300CO,227299
309888,117030H25500CO,227300
309889,117030H25700CO,227301
309890,117030H25900CO,227302
309891,117030H30000CO,227303
309892,117030H30100CO,227304
309893,117030H30300CO,227305
309894,117030H30500CO,227306
309895,117030H30700CO,227307
309896,117030H30900CO,227308
309897,117030H31100CO,227309
309898,117030H31300CO,227310
309899,117030H31500CO,227311
309900,117030H31700CO,227312
309901,117030H31900CO,227313
309902,117030H32100CO,227314
309903,117030H32300CO,227315
309904,117030H32500CO,227316
309905,117030H32700CO,227317
309906,117030H32900CO,227318
309907,117030H33100CO,227319
309908,117030H33300CO,227320
309909,117030H33500CO,227321
309910,117030H33700CO,227322
309911,117030H33900CO,227323
309912,117030H34100CO,227324
309913,117030H34300CO,227325
309914,117030H34500CO,227326
309915,117030H34700CO,227327
309916,117030H34900CO,227328
309917,117030H35100CO,227329
309918,117030H35300CO,227330
309919,117030H35500CO,227331
309920,117030H35700CO,227332
309921,117030H35900CO,227333
309922,117030H40100CO,227334
309923,117030H40300CO,227335
309924,117030H40500CO,227336
309925,117030H40700CO,227337
309926,117030H40900CO,227338
309927,117030H44700CO,227339
309928,117030H44900CO,227340
309929,117030H45100CO,227341
309930,117030H45300CO,227342
309931,117030H45500CO,227343
309932,117030H45700CO,227344
309933,117030H45900CO,227345
309935,104100L00100CO,227211
309936,104100L00200CO,227212
309943,104090Q00100CO,227208
309949,143100D10100CO,227388
309950,143100D10200CO,227389
309951,143100D10300CO,227390
309952,143100D10400CO,227391
309953,143100D10500CO,227392
309954,143100D10600CO,227393
309955,143100D10700CO,227394
309956,143100D10800CO,227395
309957,143100D10900CO,227396
309958,143100D11000CO,227397
309959,143100D11100CO,227398
309960,143100D11200CO,227399
309961,143100D11300CO,227400
309962,143100D11400CO,227401
309963,143100D11500CO,227402
309964,143100D11600CO,227403
309965,143100D11700CO,227404
309966,143100D11800CO,227405
309967,143100D20100CO,227406
309968,143100D20200CO,227407
309969,143100D20300CO,227408
309970,143100D20400CO,227409
309971,143100D20500CO,227410
309972,143100D20600CO,227411
309973,143100D20700CO,227412
309974,143100D20800CO,227413
309975,143100D20900CO,227414
309976,143100D21000CO,227415
309977,143100D21100CO,227416
309978,143100D21200CO,227417
309979,143100D21300CO,227418
309980,143100D21400CO,227419
309981,143100D21500CO,227420
309982,143100D21600CO,227421
309983,143100D21700CO,227422
309984,143100D21800CO,227423
309985,143100D21900CO,227424
309986,143100D22000CO,227425
309987,143100D22100CO,227426
309988,143100D22200CO,227427
309989,143100D30100CO,227428
309990,143100D30200CO,227429
309991,143100D30300CO,227430
309992,143100D30400CO,227431
309993,143100D30500CO,227432
309994,143100D30600CO,227433
309995,143100D30700CO,227434
309996,143100D30800CO,227435
309997,143100D30900CO,227436
309998,143100D31000CO,227437
309999,143100D31100CO,227438
310000,143100D31200CO,227439
310001,143100D31300CO,227440
310002,143100D31400CO,227441
310003,143100D31500CO,227442
310004,143100D31600CO,227443
310005,143100D31700CO,227444
310006,143100D31800CO,227445
310007,143100D31900CO,227446
310008,143100D32000CO,227447
310009,143100D32100CO,227448
310010,143100D32200CO,227449
310011,143100D40100CO,227450
310012,143100D40200CO,227451
310013,143100D40300CO,227452
310014,143100D40400CO,227453
310015,143100D40500CO,227454
310016,143100D40600CO,227455
310017,143100D40700CO,227456
310018,143100D40800CO,227457
310019,143100D40900CO,227458
310020,143100D41000CO,227459
310021,143100D41100CO,227460
310022,143100D41200CO,227461
310023,143100D41300CO,227462
310024,143100D41400CO,227463
310025,143100D41500CO,227464
310026,143100D41600CO,227465
310027,143100D41700CO,227466
310028,143100D41800CO,227467
310029,143100D41900CO,227468
310030,143100D42000CO,227469
310031,143100D42100CO,227470
310032,143100D42200CO,227471
310033,143100D50100CO,227472
310034,143100D50200CO,227473
310035,143100D50300CO,227474
310036,143100D50400CO,227475
310037,143100D50500CO,227476
310038,143100D50600CO,227477
310039,143100D50700CO,227478
310040,143100D50800CO,227479
310041,143100D50900CO,227480
310042,143100D51000CO,227481
310043,143100D51100CO,227482
310044,143100D51200CO,227483
310045,143100D51300CO,227484
310046,143100D51400CO,227485
310047,143100D51500CO,227486
310048,143100D51600CO,227487
310049,143100D51700CO,227488
310050,143100D51800CO,227535
310052,126160A49100CO,227371
310053,126160A49200CO,227372
310054,126160A49300CO,227373
310055,126160A49400CO,227374
310056,126160A49500CO,227375
310057,126160A49600CO,227376
310058,126160A49700CO,227377
310059,126160A49800CO,227378
310060,126160A49900CO,227379
310061,126160A50000CO,227380
310062,126160A50100CO,227381
310063,126160A50200CO,227382
310066,131150C00100CO,227384
310067,131150C00200CO,227385
310071,173160A20500CO,226956
310072,173160A20600CO,226957
310073,173160A20700CO,226958
310074,173160A20800CO,226959
310075,173160A20900CO,226960
310076,173160A21000CO,226961
310077,173160A21200CO,226963
310078,173160A21300CO,226964
310079,173160A21400CO,226965
310080,173160A21500CO,226966
310081,173160A21600CO,226967
310082,173160A21700CO,226968
310085,173160A21100CO,226962
310087,181140A00100CO,227490
310088,181140A00200CO,227491
310089,181140A00300CO,227492
310090,181140A00400CO,227493
310091,181140A00500CO,227494
310092,181140A00600CO,227495
310093,181140A00700CO,227496
310094,181140A00800CO,227497
310095,181140A00900CO,227498
310096,181140A01000CO,227499
310097,181140A01100CO,227500
310098,181140A01200CO,227501
310099,181140A01300CO,227502
310100,181140A01400CO,227503
310101,181140A01500CO,227504
310102,181140A01600CO,227505
310103,181140A01700CO,227506
310104,181140A01800CO,227507
310105,181140A01900CO,227508
310106,181140A02000CO,227509
310107,181140A02100CO,227510
310108,181140A02200CO,227511
310109,181140A02300CO,227512
310110,181140A02400CO,227513
310111,181140A02500CO,227514
310112,181140A02600CO,227515
310113,181140A02700CO,227516
310114,181140A02800CO,227517
310115,181140A02900CO,227518
310116,181140A03000CO,227519
310117,181140A03100CO,227520
310118,181140A03200CO,227521
310119,181140A03300CO,227522
310120,181140A03400CO,227523
310121,181140A03500CO,227524
310122,181140A03600CO,227525
310123,181140A03700CO,227526
310124,181140A03800CO,227527
310125,181140A03900CO,227528
310126,181140A04000CO,227529
310127,181140A04100CO,227530
310128,181140A04200CO,227531
310129,181140A04300CO,227532
310130,181140A04400CO,227533
310136,09211039600,227030
310138,041150B00100CO,227023
310139,041150B00200CO,227024
310143,093052B00100CO,227034
310144,093052B00200CO,227035
310145,093052B00300CO,227036
310146,093052B00400CO,227037
310147,093052B00500CO,227038
310148,093052B00600CO,227039
310149,093052B00700CO,227040
310150,093052B00800CO,227041
310151,093052B00900CO,227042
310152,093052B01000CO,227043
310153,093052B01100CO,227044
310154,093052B01200CO,227045
310155,093052B01300CO,227046
310156,093052B01400CO,227047
310157,093052B01500CO,227048
310158,093052B01600CO,227049
310159,093052B01700CO,227050
310160,093052B01800CO,227051
310161,093052B01900CO,227052
310162,093052B02000CO,227053
310163,093052B02100CO,227054
310164,093052B02200CO,227055
310165,093052B02300CO,227056
310166,093052B02400CO,227057
310167,093052B02500CO,227058
310168,093052B02600CO,227059
310169,093052B02700CO,227060
310170,093052B02800CO,227061
310171,093052B02900CO,227062
310172,093052B03000CO,227063
310173,093052B03100CO,227064
310174,093052B03200CO,227065
310175,093052B03300CO,227066
310176,093052B03400CO,227067
310177,093052B03500CO,227068
310178,093052B03600CO,227069
310179,093052B03700CO,227070
310180,093052B03800CO,227071
310181,093052B03900CO,227072
310182,093052B04000CO,227073
310183,093052B04100CO,227074
310184,093052B04200CO,227075
310185,093052B04300CO,227076
310186,093052B04400CO,227077
310187,093052B04500CO,227078
310188,093052B04600CO,227079
310189,093052B04700CO,227080
310190,093052B04800CO,227081
310191,093052B04900CO,227082
310192,093052B05000CO,227083
310193,093052B05100CO,227084
310194,093052B05200CO,227085
310195,093052B05300CO,227086
310196,093052B05400CO,227087
310197,093052B05500CO,227088
310198,093052B05600CO,227089
310199,093052B05700CO,227090
310200,093052B05800CO,227091
310201,093052B05900CO,227092
310202,093052B06000CO,227093
310203,093052B06100CO,227094
310204,093052B06200CO,227095
310205,093052B06300CO,227096
310206,093052B06400CO,227097
310207,093052B06500CO,227098
310208,093052B06600CO,227099
310209,093052B06700CO,227100
310210,093052B06800CO,227101
310211,093052B06900CO,227102
310212,093052B07000CO,227103
310213,093052B07100CO,227104
310214,093052B07200CO,227105
310215,093052B07300CO,227106
310216,093052B07400CO,227107
310217,093052B07500CO,227108
310218,093052B07600CO,227109
310219,093052B07700CO,227110
310220,093052B07800CO,227111
310221,093052B07900CO,227112
310222,093052B08000CO,227113
310223,093052B08100CO,227114
310224,093052B08200CO,227115
310225,093052B08300CO,227116
310226,093052B08400CO,227117
310227,093052B08500CO,227118
310228,093052B08600CO,227119
310231,082090J32000CO,227026
310232,082090J32200CO,227027
310233,082090J32400CO,227028
310234,082090J32600CO,227029
310236,131080G00100CO,227020
310237,131080G00200CO,227021
310240,093064A00100CO,227121
310249,118010B00100CO,227346
310250,118010B00200CO,227347
310251,118010B00300CO,227348
310252,118010B00400CO,227349
310253,118010B00500CO,227350
310254,118010B00600CO,227351
310255,118010B00700CO,227352
310256,118010B00800CO,227353
310257,118010B00900CO,227354
310258,118010B01000CO,227355
310259,118010B01100CO,227356
310260,118010B01200CO,227357
310261,118010B01300CO,227358
310262,118010B01400CO,227359
310263,118010B01500CO,227360
310264,118010B01600CO,227361
310265,118010B01700CO,227362
310273,118010B01800CO,227363
310276,173160A23600CO,226453
310277,173160A23700CO,226454
310278,173160A23800CO,226455
310279,173160A23500CO,226452
310280,173160A23900CO,226456
310281,173160A24000CO,226457
310282,173160A24100CO,226458
310283,173160A23400CO,226451
310284,173160A24200CO,226459
310285,173160A23300CO,226450
310286,173160A23200CO,226449
310287,173160A23100CO,226448
310288,173160A23000CO,226447
310289,173160A22900CO,226446
310290,173160A22300CO,226440
310291,173160A22200CO,226439
310292,173160A22400CO,226441
310293,173160A20000CO,226431
310294,173160A19900CO,226430
310295,173160A19800CO,226429
310297,173160A22500CO,226442
310298,173160A22600CO,226443
310299,173160A22100CO,226438
310300,173160A22700CO,226444
310301,173160A20100CO,226432
310302,173160A22800CO,226445
310303,173160A22000CO,226437
310304,173160A20200CO,226433
310305,173160A20300CO,226434
310306,173160A21900CO,226436
310307,173160A20400CO,226435
310309,098060A00100CO,227123
310310,098060A00200CO,227124
310311,098060A00300CO,227125
310312,098060A00400CO,227126
310313,098060A00500CO,227127
310314,098060A00600CO,227128
310320,098060A01200CO,227134
310321,098060A01300CO,227135
310322,098060A01400CO,227136
310323,098060A01500CO,227137
310324,098060A01600CO,227138
310325,098060A01700CO,227139
310326,098060A01800CO,227140
310327,098060A01900CO,227141
310328,098060A02000CO,227142
310329,098060A02100CO,227143
310330,098060A02200CO,227144
310331,098060A02300CO,227145
310332,098060A02400CO,227146
310333,098060A02500CO,227147
310334,098060A02600CO,227148
310335,098060A02700CO,227149
310336,098060A02800CO,227150
310337,098060A02900CO,227151
310338,098060A03000CO,227152
310339,098060A03100CO,227153
310340,098060A03200CO,227154
310341,098060A03300CO,227155
310342,098060A03400CO,227156
310343,098060A03500CO,227157
310344,098060A03600CO,227158
310345,098060A03700CO,227159
310346,098060A03800CO,227160
310347,098060A03900CO,227161
310348,098060A04000CO,227162
310349,098060A04100CO,227163
310350,098060A04200CO,227164
310351,098060A04300CO,227165
310352,098060A04400CO,227166
310353,098060A04500CO,227167
310354,098060A04600CO,227168
310355,098060A04700CO,227169
310356,098060A04800CO,227170
310357,098060A04900CO,227171
310358,098060A05000CO,227172
310502,08213039700,227591
310503,08213039800,227592
310504,08213039900,227593
310538,098060B00200CO,227601
310539,098060B00300CO,227602
310541,098060B00500CO,227604
310542,098060B00600CO,227605
310544,098060B00800CO,227607
310545,098060B00900CO,227608
310547,098060B01100CO,227610
310548,098060B01200CO,227611
310550,098060B01400CO,227613
310551,098060B01500CO,227614
310553,098060B01700CO,227616
310554,098060B01800CO,227617
310556,098060B02000CO,227619
310557,098060B02100CO,227620
310559,098060B02300CO,227945
310560,098060B02400CO,227946
310562,098060B02600CO,227948
310563,098060B02700CO,227949
310565,098060B02900CO,227951
310566,098060B03000CO,227952
310568,098060B03200CO,227954
310569,098060B03300CO,227955
310571,098060B03500CO,227957
310572,098060B03600CO,227958
310574,098060B03800CO,227960
310575,098060B03900CO,227961
310577,098060B04100CO,227963
310578,098060B04200CO,227964
310580,098060B04400CO,227966
310581,098060B04500CO,227967
310583,098060B04700CO,227969
310584,098060B04800CO,227970
310586,098060B05000CO,227972
310587,098060B05100CO,227973
310589,098060B05300CO,227975
310590,098060B05400CO,227976
310592,098060B05600CO,227978
310593,098060B05700CO,227979
310595,098060B05900CO,227981
310596,098060B06000CO,227982
310598,098060B06200CO,227984
310599,098060B06300CO,227985
310601,098060B06500CO,227987
310602,098060B06600CO,227988
310604,098060B06800CO,227990
310605,098060B06900CO,227991
310607,098060B07100CO,227993
310608,098060B07200CO,227994
310610,098060B07400CO,227996
310611,098060B07500CO,227997
310613,098060B07700CO,227999
310614,098060B07800CO,228000
310616,098060B08000CO,228002
310617,098060B08100CO,228003
310619,098060B08300CO,228005
310620,098060B08400CO,228006
310622,098060B08600CO,228008
310623,098060B08700CO,228009
310625,098060B08900CO,228011
310626,098060B09000CO,228012
310628,098060B09200CO,228014
310629,098060B09300CO,228015
310631,098060B09500CO,228017
310632,098060B09600CO,228018
310633,093024A10900CO,227597
310635,11706013800,227638
310637,10416041900,227630
310639,132050B00100CO,227641
310640,132050B00200CO,227642
310643,092130C00100CO,227594
310644,092130C00200CO,227595
310647,11907016400,227639
310651,13103033400,227640
310653,116080Q00100CO,227635
310654,116080Q00200CO,227636
310657,105130C00100CO,227631
310658,105130C00200CO,227632
310661,059040A05200CO,227549
310662,059040A05300CO,227550
310663,059040A05400CO,227551
310664,059040A05500CO,227552
310665,059040A05600CO,227553
310666,059040A05700CO,227554
310667,059040A05800CO,227555
310668,059040A05900CO,227556
310669,059040A06000CO,227557
310670,059040A06100CO,227558
310671,059040A06200CO,227559
310672,059040A06300CO,227560
310673,059040A06400CO,227561
310674,059040A06500CO,227562
310675,059040A06600CO,227563
310676,059040A06700CO,227564
310677,059040A06800CO,227565
310678,059040A06900CO,227566
310679,059040A07000CO,227567
310680,059040A07100CO,227568
310681,059040A07200CO,227569
310682,059040A07300CO,227570
310683,059040A07400CO,227571
310684,059040A07500CO,227572
310685,059040A07600CO,227573
310686,059040A07700CO,227574
310687,059040A07800CO,227575
310688,059040A07900CO,227576
310689,059040A08000CO,227577
310690,059040A08100CO,227578
310691,059040A08200CO,227579
