parid,apn,acct
167030,10614018200,117128
167032,10614018300,117129
167033,10614018400,117130
167035,10614018500,117131
167037,10614018600,117132
167039,10614018700,117133
167041,10614018800,117134
167043,10614018900,117135
167046,10614019100,117137
167047,10614021200,209714
167048,10614021300,216096
167050,10615000200,117139
167051,10615000300,117140
167052,10615000400,117141
167053,10615000500,117142
167054,10615000600,117143
167055,10615000700,117144
167056,10615000800,117145
167057,10615000900,117146
167058,10615001000,117147
167059,10615001100,117148
167060,10615001200,117149
167073,10601003500,116270
167087,10601004900,116273
167088,10601005000,116274
167090,10601005200,116276
167093,10605008500,116483
167103,10605009000,116487
167122,10611002300,116708
167123,10611002400,116709
167124,10611002500,116710
167127,10611002700,116711
167128,10611002800,116712
167129,10611002900,116713
167132,10612000100,116714
167133,10612000200,116715
167134,10612000300,116716
167135,10612000400,116717
167136,10612000600,116718
167139,10612000800,116720
167140,10612000900,116721
167141,10612001000,116722
167143,10612001300,116723
167144,10612001400,116724
167145,10612001500,116725
167146,10612001600,116726
167147,10612001700,116727
167148,10612001800,116728
167149,10612001900,116729
167150,10612002000,116730
167151,10615001300,117150
167154,10615001700,117153
167155,10615001900,117154
167156,10615002000,117155
167157,10615002100,117156
167158,10615002200,117157
167160,10615002400,117158
167161,10615002500,117159
167163,10615002600,117160
167164,10615002700,117161
167166,10615002900,117163
167167,10615003000,117164
167168,10615003100,117165
167169,10615003200,117166
167170,10615003300,117167
167171,10615003400,117168
167172,10615003500,117169
167173,10615003600,117170
167174,10615003700,117171
167175,10615003800,117172
167176,10615003900,117173
167177,10615004000,117174
167179,10615004100,117175
167181,10615004400,117177
167182,10615004500,117178
167183,10601005300,116277
167184,10601005400,116278
167185,10601005500,116279
167186,10601005600,116280
167188,10601005700,116281
167192,10601006200,116283
167196,10601006300,116284
167203,10601006500,116285
167212,10601007300,116293
167220,10605010100,116492
167221,10605010200,116493
167229,10605011100,116495
167232,10605011200,116496
167244,10612002100,116731
167245,10612002200,116732
167246,10612002300,116733
167249,10612002500,116735
167251,10612002600,116736
167252,10613000100,116737
167253,10613000200,116738
167254,10613000300,116739
167256,10613000500,116741
167258,10613000700,116743
167259,10613000800,116744
167262,10613001000,116746
167263,10613001100,116747
167264,10613001200,116748
167265,10613001300,116749
167266,10613001400,116750
167268,10613001600,116752
167270,10613001800,116754
167271,10613001900,116755
167273,10613002100,116757
167275,10615004600,117179
167276,10615004700,117180
167277,10615004800,117181
167278,10615004900,117182
167280,10615005000,117183
167281,10615005100,117184
167282,10615005200,117185
167283,10615005300,117186
167284,10615005400,117187
167285,10615005500,117188
167286,10615005600,117189
167287,10615005800,117190
167288,10615005900,117191
167289,10615006000,117192
167290,10615006100,117193
167291,10615006200,117194
167292,10615006300,117195
167293,10615006400,117196
167294,10615006600,117197
167295,10615006700,117198
167296,10615006800,117199
167297,10615006900,117200
167298,10616000100,117201
167299,10616000200,117202
167300,10616000300,117203
167301,10616000400,117204
167302,10616000500,117205
167303,10616000600,117206
167304,10616000700,117207
167305,10616000800,117208
167306,10616000900,117209
167309,10601007500,116294
167311,10601007800,116295
167315,10601008400,116296
167318,10601008700,116297
167338,10605011701,116497
167343,10605011800,116498
167347,10605011900,116499
167350,10605012200,116500
167351,10605012300,116501
167352,10605012400,116502
167365,10605013400,116504
167367,10613002300,116759
167368,10613002400,116760
167369,10613002500,116761
167372,10613002800,116764
167374,10613003000,116766
167375,10613003100,116767
167377,10613003300,116769
167379,10613003500,116771
167381,10613003700,116773
167382,10613003800,116774
167385,10613004100,116777
167389,10613004500,116781
167391,10613004700,116783
167394,10613005000,116786
167397,10613005300,116789
167398,10613005400,116790
167399,10613005500,116791
167400,10616001000,117210
167401,10616001100,117211
167402,10616001200,117212
167403,10616001300,117213
167404,10616001400,117214
167405,10616001500,117215
167406,10616001600,117216
167407,10616001700,117217
167408,10616001800,117218
167409,10616001900,117219
167410,10616002000,117220
167411,10616002100,117221
167412,10616002200,117222
167413,10616002300,117223
167414,10616002400,117224
167415,10616002500,117225
167416,10616002600,117226
167417,10616002700,117227
167418,10616002800,117228
167419,10616002900,117229
167420,10616003000,117230
167421,10616003100,117231
167422,10616003200,117232
167423,10616003300,117233
167424,10616003400,117234
167425,10616003500,117235
167426,10616003600,117236
167427,10616003700,117237
167428,10616003800,117238
167429,10616003900,117239
167430,10616004000,117240
167431,10616004100,117241
167432,10616004200,117242
167448,10601010700,116301
167450,10601010900,116303
167462,10605013600,116505
167463,10605013700,116506
167466,10605013800,116507
167471,10605014000,116508
167474,10605014200,116509
167476,10605014300,116510
167480,10605014500,116511
167484,10605014600,116512
167492,10613005600,116792
167493,10613005700,116793
167496,10613006000,116796
167497,10613006100,116797
167499,10613006200,116798
167503,10613006400,116800
167504,10613006500,116801
167505,10613006600,116802
167506,10613006700,116803
167507,10613006800,116804
167509,10613007000,116806
167510,10613007100,116807
167514,10613007400,116810
167515,10613007500,116811
167516,10613007600,116812
167517,10613007700,116813
167518,10613007800,116814
167519,10613007900,116815
167522,10613008200,116818
167523,10613008300,116819
167525,10613008500,116821
167527,10616004300,117243
167528,10616004400,117244
167531,10616004500,117245
167532,10616004600,117246
167535,10616004603,117249
167536,10616004604,117250
167539,10616004900,117252
167540,10616005000,117253
167541,10616005100,117254
167543,10616005200,117255
167544,10616005300,117256
167545,10616005900,117257
167546,10616006000,117258
167547,10616006100,117259
167557,10601011700,116310
167562,10601012000,116312
167569,10601012100,116313
167577,10601012600,116315
167578,10601012901,116316
167579,10601013000,116317
167581,10601013100,116318
167590,10605015100,116516
167592,10605015200,116517
167597,10605015400,116518
167599,10605015600,116519
167609,10606000100,116524
167614,10613008600,116822
167615,10613008700,116823
167617,10613008900,116825
167618,10613009000,116826
167619,10613009100,116827
167620,10613009200,116828
167621,10613009300,116829
167622,10613009400,116830
167627,10613009900,116835
167628,10613010000,116836
167629,10613010100,116837
167637,10613010900,116845
167640,10613011200,116848
167641,10613011300,116849
167644,10613011600,116852
167646,10613011800,116854
167647,10516022500,116095
167648,10516022600,116096
167649,10516022700,116097
167650,10516022800,116098
167651,10516022900,116099
167652,10516023400,116100
167654,10516023401,116101
167655,10516023500,116102
167658,10516023700,116104
167666,10516023900,116106
167667,10516024300,116107
167671,10516024700,116108
167672,10516024800,116109
167673,10516024900,116110
167675,10516025200,116112
167682,10601013700,116322
167684,10601014100,116324
167686,10601014200,116325
167689,10601014700,116327
167690,10601014800,116328
167694,10601015000,116330
167703,10601015400,116333
167709,10606000500,116526
167710,10606000600,116527
167717,10606001200,116529
167719,10606001600,116531
167724,10606001900,116534
167726,10606002000,116535
167727,10606002600,116536
167731,10606002800,116538
167734,10606003000,116539
167737,10606003200,116540
167738,10613011900,116855
167739,10613012000,116856
167740,10613012100,116857
167742,10613012300,116859
167745,10613012600,116862
167746,10613012700,116863
167747,10613012800,116864
167748,10613012900,116865
167749,10613013000,116866
167750,10613013100,116867
167751,10613013200,116868
167752,10613013300,116869
167753,10613013400,116870
167754,10613013500,116871
167755,10613013600,116872
167757,10613013800,116874
167758,10613013900,116875
167760,10613014100,116877
167762,10613014300,116879
167763,10613014400,116880
167764,10613014500,116881
167765,10613014600,116882
167766,10613014700,116883
167767,10613014800,116884
167768,10613014900,116885
167769,10613015000,116886
167770,10613015100,116887
167771,10613015200,116888
167772,10516025500,116115
167773,10516025600,116116
167777,10516026000,116120
167778,10516026100,116121
167780,10516026300,116123
167781,10516026400,116124
167784,10516026600,116125
167786,10516026800,116127
167787,10516026900,116128
167788,10516027000,116129
167789,10516027100,116130
167790,10516027200,116131
167791,10516027300,116132
167793,10516027500,116134
167794,10516027600,116135
167795,10516027700,116136
167796,10516027800,116137
167797,10516027900,116138
167799,10516028100,116140
167800,10516028200,116141
167802,10516028400,116143
167806,10601015800,116336
167808,10601016000,116337
167811,10601016100,116338
167813,10601016200,116339
167814,10601016300,116340
167815,10601016400,116341
167816,10601016500,116342
167824,10602000500,116345
167825,10602000600,116346
167828,10602000900,116347
167830,10602001600,116348
167833,10602001800,116350
167834,10606003300,116541
167835,10606003400,116542
167838,10606003600,116543
167844,10606003900,116544
167849,10606004300,116545
167855,10606004700,116547
167857,10606004701,116548
167859,10606004800,116549
167860,10606004900,116550
167861,10606004901,116551
167862,10606005000,116552
167863,10606005100,116553
167866,10613015300,116889
167867,10613015400,116890
167868,10613015500,116891
167869,10613015600,116892
167870,10613015700,116893
167872,10613015900,116895
167873,10613016000,116896
167875,10613016100,116897
167876,10613016200,116898
167878,10613016300,116899
167879,10613016400,116900
167880,10613016500,116901
167881,10613016600,116902
167882,10613016700,116903
167883,10613016800,116904
167884,10613016900,116905
167885,10613017000,116906
167886,10613017100,116907
167887,10613017201,116908
167888,10613017202,116909
167890,10613017300,116910
167892,10613017500,116912
167893,10613017600,116913
167896,10613017900,116915
167899,10516028500,116144
167900,10516028600,116145
167901,10516028700,116146
167904,10516029000,116149
167908,10516029200,116151
167920,10600000103,116152
167922,10600000300,116154
167925,10600000400,116155
167932,10602002900,116353
167935,10602003500,116355
167936,10602003700,116356
167942,10602004000,116358
167944,10602004100,116359
167945,10602004200,116360
167946,10602004300,116361
167947,10602004400,116362
167953,10602004500,116363
167958,10606005800,116556
167959,10606005900,116557
167960,10606006000,116558
167961,10606006100,116559
167962,10606006200,116560
167964,10606006600,116561
167966,10606006800,116562
167968,10606006900,116563
167972,10606007200,116564
167973,10606007300,116565
167977,10606007600,116566
167979,10606007900,116567
167981,10606008000,116568
167982,10606008100,116569
167989,10613018000,116916
167990,10613018100,116917
167991,10613018200,116918
167993,10613018300,116919
167995,10613018400,116920
168006,10613019200,116925
168007,10613019300,116926
168009,10613019500,116928
168011,10613019700,116930
168012,10613019800,116931
168013,10613019900,116932
168015,10613020200,116934
168016,10613020300,116935
168017,10613020400,116936
168018,10613020500,116937
168019,10613020600,116938
168023,10600000600,116157
168034,10600001201,116165
168035,10600001202,116166
168036,10600001203,116167
168049,10600002500,116170
168050,10600002600,116171
168056,10602004700,116364
168063,10602004800,116365
168069,10602005000,116366
168073,10602005200,116368
168074,10602005300,116369
168080,10606008600,116572
168084,10606008800,116574
168092,10606009300,220699
168093,10607000100,116577
168095,10607000400,116578
168097,10607000500,116579
168098,10607000501,116580
168099,10607000502,116581
168104,10607000800,116582
168105,10607000900,116583
168106,10607001000,116584
168107,10607001100,116585
168108,10607001200,116586
168120,10613021300,116945
168122,10613021500,116946
168124,10613021600,116947
168126,10613021800,116948
168127,10613021900,116949
168128,10613022100,116950
168129,10613022200,116951
168130,10613022400,116952
168131,10613022500,116953
168132,10613022600,116954
168133,10613022800,116955
168135,10613022900,116956
168136,10613023000,116957
168137,10613023100,116958
168138,10614000100,116959
168139,10614000200,116960
168140,10600002601,116172
168141,10600002700,116173
168143,10600002701,116174
168144,10600002702,116175
168145,10600002800,116176
168149,10600002900,116177
168152,10600003000,116178
168155,10600003100,116179
168160,10600003500,116181
168163,10600003600,116182
168172,10602005400,116370
168173,10602005500,116371
168175,10602005600,116372
168176,10602005700,116373
168177,10602005800,116374
168178,10602005900,116375
168180,10602006000,116376
168186,10602006200,116377
168189,10602006300,116378
168191,10602006400,116379
168192,10602006500,116380
168194,10602006600,116381
168195,10602006700,116382
168204,10607002800,116591
168206,10607003000,116592
168207,10607003100,116593
168209,10607003200,116594
168211,10607003400,116596
168217,10607003800,116599
168218,10607003900,116600
168219,10607004000,116601
168225,10607004400,116604
168229,10614000300,116961
168230,10614000400,116962
168231,10614000500,116963
168232,10614000600,116964
168233,10614000700,116965
168234,10614000800,116966
168235,10614000900,116967
168236,10614001000,116968
168237,10614001100,116969
168238,10614001200,116970
168239,10614001300,116971
168240,10614001400,116972
168241,10614001500,116973
168242,10614001600,116974
168243,10614001700,116975
168244,10614001800,116976
168245,10614001900,116977
168246,10614002000,116978
168247,10614002100,116979
168248,10614002200,116980
168249,10614002300,116981
168250,10614002400,116982
168251,10614002500,116983
168252,10614002600,116984
168253,10614002700,116985
168254,10614002800,116986
168255,10614002900,116987
168256,10614003000,116988
168257,10614003100,116989
168259,10614003200,116990
168260,10614003300,116991
168261,10614003400,116992
168262,10614003500,116993
168263,10614003600,116994
168265,10600004000,116185
168267,10600004100,116186
168275,10600005700,116188
168276,10600005800,116189
168277,10600005900,116190
168279,10600006100,116191
168280,10600006200,116192
168281,10600006300,116193
168283,10600006400,116194
168288,10600006700,116195
168291,10600007000,116196
168292,10600007100,116197
168293,10600007200,116198
168294,10602006800,116383
168295,10603000100,116384
168296,10603000200,116385
168297,10603000300,116386
168298,10603000400,116387
168302,10603000700,116391
168303,10603000800,116392
168304,10603000900,116393
168306,10603001100,116395
168308,10603001400,116396
168311,10603001600,116398
168313,10603001900,116400
168317,10603002200,116402
168320,10603002300,116403
168323,10603002400,116404
168325,10607004800,116605
168326,10607005000,116606
168327,10607005100,116607
168328,10607005200,116608
168329,10607005400,116609
168330,10607005500,116610
168331,10607005700,116611
168337,10607006100,116614
168339,10607006200,116615
168341,10607006300,116616
168347,10609000200,116617
168348,10609000600,116618
168350,10609000700,116619
168352,10609000900,116620
168355,10609001100,116621
168356,10614003700,116995
168357,10614003800,116996
168358,10614003900,116997
168359,10614004000,116998
168360,10614004100,116999
168361,10614004200,117000
168362,10614004300,117001
168363,10614004400,117002
168364,10614004500,117003
168365,10614004600,117004
168367,10614004700,117005
168368,10614004800,117006
168369,10614004900,117007
168370,10614005000,117008
168371,10614005100,117009
168372,10614005200,117010
168373,10614005300,117011
168374,10614005400,117012
168375,10614005500,117013
168376,10614005600,117014
168377,10614005700,117015
168378,10614005800,117016
168379,10614005900,117017
168380,10614006000,117018
168381,10614006100,117019
168382,10614006200,117020
168383,10614006300,117021
168384,10614006400,117022
168385,10614006500,117023
168386,10614006600,117024
168387,10614006700,117025
168388,10614006800,117026
168389,10614006900,117027
168390,10614007000,117028
168391,10600007300,116199
168392,10600007400,116200
168396,10600007600,116202
168399,10600007601,116203
168400,10600007700,116204
168406,10600007800,116205
168407,10600007900,116206
168411,10600008100,116207
168414,10600009700,116208
168415,10600009800,116209
168416,10600009900,116210
168421,10603002500,116405
168425,10603002800,116408
168427,10603002900,116409
168428,10603003000,116410
168429,10603003200,116411
168432,10603003300,116412
168435,10603003500,211428
168437,10604000100,116414
168438,10604000200,116415
168439,10604000300,116416
168440,10604000400,116417
168441,10604000500,116418
168442,10604000600,116419
168447,10604001100,116424
168448,10604001200,116425
168449,10604001300,116426
168450,10604001400,116427
168452,10609001300,116622
168453,10609001400,116623
168454,10609001500,116624
168455,10609001600,116625
168456,10609001700,116626
168457,10609001800,116627
168460,10609001900,116628
168461,10609002000,116629
168467,10609002400,116630
168476,10609003000,116635
168481,10609003500,116640
168483,10614007100,117029
168484,10614007200,117030
168485,10614007300,117031
168486,10614007400,117032
168487,10614007500,117033
168488,10614007600,117034
168489,10614007700,117035
168490,10614007800,117036
168491,10614007900,117037
168492,10614008000,117038
168493,10614008100,117039
168494,10614008200,117040
168495,10614008300,117041
168496,10614008400,117042
168497,10614008500,117043
168498,10614008600,117044
168499,10614008700,117045
168500,10614008800,117046
168501,10614008900,117047
168502,10614009000,117048
168503,10614009100,117049
168504,10614009200,117050
168505,10614009300,117051
168506,10614009400,117052
168507,10614009500,117053
168508,10614009600,117054
168509,10614009700,117055
168510,10614009800,117056
168511,10614009900,117057
168512,10614010000,117058
168513,10614010100,117059
168514,10614010200,117060
168515,10614010300,117061
168516,10614010400,117062
168517,10614010500,117063
168520,10600010600,116214
168523,10600010900,116216
168524,10600011000,116217
168525,10600011200,116218
168527,10600011300,116219
168530,10600011500,116221
168531,10600011600,116222
168533,10600011700,116223
168534,10600011800,116224
168535,10600011900,116225
168536,10600012000,116226
168537,10600012100,116227
168538,10600012200,116228
168539,10600012300,116229
168541,10600012500,116230
168543,10600012600,116231
168545,10600012800,116233
168546,10600012900,116234
168549,10604001500,116428
168550,10604001600,116429
168552,10604001700,116430
168554,10604001900,116431
168555,10604002000,116432
168556,10604002100,116433
168578,10609003700,116642
168579,10609003800,116643
168580,10609003900,116644
168581,10609004000,116645
168583,10609004100,116646
168585,10609004200,116647
168586,10609004300,116648
168587,10609004400,116649
168588,10609004500,116650
168590,10609004600,116651
168593,10609004700,116652
168596,10609005000,116654
168597,10609005100,116655
168599,10609005200,116656
168601,10609005300,116657
168608,10614010501,117064
168609,10614010502,117065
168610,10614010503,117066
168611,10614010600,117067
168612,10614010700,117068
168613,10614010800,117069
168614,10614010900,117070
168615,10614011000,117071
168616,10614011100,117072
168617,10614011200,117073
168618,10614011300,117074
168619,10614011400,117075
168620,10614011500,117076
168621,10614011600,117077
168622,10614011700,117078
168623,10614011800,117079
168624,10614012100,117080
168625,10614012200,117081
168626,10614012300,117082
168627,10614012400,117083
168628,10614012500,117084
168629,10614012600,117085
168630,10614012700,117086
168632,10614012800,117087
168633,10614012900,117088
168635,10614013000,117089
168636,10614013100,117090
168637,10614013200,117091
168638,10614013300,117092
168639,10614013400,117093
168640,10614013500,117094
168641,10614013600,117095
168643,10600013000,116235
168644,10600013100,116236
168649,10600013700,116240
168650,10600013800,116241
168653,10600013900,116242
168657,10600014200,116245
168658,10600014300,116246
168660,10600014400,116247
168662,10600014500,116248
168666,10600014800,116249
168699,10605002200,116443
168703,10609005700,116660
168705,10609005800,116661
168706,10609005900,116662
168709,10609006200,116665
168710,10609006300,116666
168713,10609006500,116668
168715,10609006600,116669
168716,10609006700,116670
168717,10609006800,116671
168718,10609007000,116672
168720,10609007100,116673
168721,10609007200,116674
168724,10609007300,116675
168725,10609007400,217856
168727,10610000100,116677
168731,10610000200,116678
168734,10614013700,117096
168739,10614014200,117101
168740,10614014300,117102
168741,10614014400,117103
168742,10614014500,117104
168743,10614014600,117105
168746,10614014700,117106
168752,10614015200,117107
168754,10614015300,117108
168763,10614015900,117109
168765,10614016000,117110
168766,10600015100,116250
168769,10600015300,116252
168770,10600015500,116253
168771,10600015600,116254
168773,10600015700,116255
168777,10600015900,116256
168778,10600016000,116257
168780,10600016100,116258
168782,10600016200,116259
168784,10600016300,116260
168786,10600016500,116262
168789,10600016800,116264
168790,10600016900,116265
168796,10605002400,116445
168797,10605002600,116446
168798,10605002700,116447
168801,10605003400,116448
168802,10605003500,116449
168803,10605003600,116450
168822,10605005300,116465
168823,10605005400,116466
168847,10610001400,116681
168849,10610001500,116682
168850,10610001600,116683
168853,10610001800,116684
168854,10610001900,116685
168855,10610002000,116686
168856,10610002100,116687
168857,10611000100,116688
168859,10614016100,117111
168860,10614016200,117112
168861,10614016300,117113
168863,10614016500,117114
168867,10614016800,117115
168869,10614017000,117116
168872,10614017200,117118
168873,10614017300,117119
168875,10614017400,117120
168878,10614017500,117121
168881,10614017700,117123
168882,10614017800,117124
168922,10605005900,116467
168927,10605006100,116468
168938,10605006600,116470
168945,10605006800,116471
168948,107090A01000CO,117890
168949,107090A01100CO,117891
168950,107090A01200CO,117892
168952,107090A01400CO,117894
168954,107090A01600CO,117896
168956,107090A01800CO,117898
168958,107090A02000CO,117900
168960,107090A02200CO,117902
168962,107090A02400CO,117904
168964,107090A02600CO,117906
168966,107090A02800CO,117908
168967,107090A02900CO,117909
168968,107090A03000CO,117910
168969,107090A03100CO,117911
168970,107090A03200CO,117912
168971,107090A03300CO,117913
168972,107090A03400CO,117914
168973,107090A03500CO,117915
168974,107090A03600CO,117916
168975,107090A03700CO,117917
168976,107090A03900CO,117918
168977,107090A04000CO,117919
168978,107090A04100CO,117920
168979,107090A04200CO,117921
168980,10714000400,118134
168981,10714000500,118135
168982,10714000600,118136
168983,10714000700,118137
168984,10714000800,118138
168985,10714000900,118139
168986,10714001000,118140
168987,10714001100,118141
168988,10714001200,118142
168989,10714001300,118143
168990,10714001400,118144
168991,10714001500,118145
168992,10714001600,118146
168993,10714001700,118147
168994,10714001800,118148
168995,10714001900,118149
168997,10714002100,118151
168998,10714002200,118152
168999,10714002300,118153
169000,10714002400,118154
169001,10714002500,118155
169002,10714002600,118156
169003,10714002700,118157
169004,10714002800,118158
169005,10714002900,118159
169006,10714003000,118160
169007,10714003100,118161
169008,10714003200,118162
169009,10714003300,118163
169010,10714003400,118164
169011,10714003500,118165
169012,10714003600,118166
169013,10714003700,118167
169029,10800014300,118403
169031,10800014400,118404
169033,10800014500,118405
169038,10800014600,118406
169048,10700014600,117363
169055,10700015000,117366
169067,10700015800,117371
169072,107090A04300CO,117922
169073,107090A04400CO,117923
169074,107090A04500CO,117924
169076,10709000100,117773
169077,10709000200,117774
169078,10709000300,117775
169079,10709000400,117776
169080,10709000500,117777
169081,10709000600,117778
169082,10709000700,117779
169083,10709000800,117780
169084,10709000900,117781
169085,10709001000,117782
169086,10709001100,117783
169087,10709001200,117784
169088,10709001300,117785
169089,10709001400,117786
169091,10709001600,117788
169093,10709001700,117789
169095,10709001800,117790
169096,10709001900,117791
169097,10709002000,117792
169098,10709002100,117793
169099,10709002200,117794
169100,10709002300,117795
169101,10709002400,117796
169102,10709002500,117797
169103,10709002600,117798
169104,10714003800,118168
169105,10714003900,118169
169106,10714004000,118170
169107,10714004100,118171
169108,10714004200,118172
169109,10714004300,118173
169110,10714004400,118174
169111,10714004500,118175
169112,10714004600,118176
169113,10714004700,118177
169114,10714004800,118178
169116,10714004900,118180
169117,10714005000,118181
169118,10714005100,118182
169119,10714005200,118183
169120,10714005300,118184
169121,10714005400,118185
169122,10714005500,118186
169123,10714005600,118187
169124,10714005700,118188
169125,10714005800,118189
169126,10714005900,118190
169127,10714006000,118191
169128,10714006100,118192
169129,10714006200,118193
169130,10714006300,118194
169131,10714006400,118195
169132,10714006500,118196
169133,10714006600,118197
169134,10714006700,118198
169135,10714006800,118199
169136,10714006900,118200
169137,10714007000,118201
169141,10800014701,118408
169151,10800014801,118410
169153,10800014900,118411
169162,10800015400,118413
169166,10800015800,118414
169168,10700016100,202743
169169,10700016200,205087
169170,10700016300,209716
169171,10700016400,209717
169172,10700016500,209718
169173,10700016600,213803
169175,10701000100,117373
169177,10701000300,117374
169178,10701000400,117375
169180,10701000700,117377
169182,10701000900,117378
169183,10701001000,117379
169184,10701001300,117380
169186,10701001500,117381
169187,10701001600,117382
169191,10701001800,117383
169195,10701002200,117385
169197,10709002700,117799
169198,10709002800,117800
169199,10709002900,117801
169200,10709003000,117802
169201,10709003100,117803
169202,10709003200,117804
169203,10709003300,117805
169204,10709003400,117806
169207,10709003600,117808
169208,10709003700,117809
169209,10709003800,117810
169210,10709003900,117811
169211,10709004000,117812
169212,10709004100,117813
169213,10709004200,117814
169214,10709004300,117815
169215,10709004400,117816
169216,10709004600,117817
169217,10709004700,117818
169218,10709004800,117819
169219,10709004900,117820
169220,10709005000,117821
169221,10709005100,117822
169222,10709005200,117823
169223,10709005300,117824
169224,10709005400,117825
169225,10709005500,117826
169227,10709005600,117827
169228,10714007100,118202
169229,10714007200,118203
169230,10714007300,118204
169231,10714007400,118205
169232,10714007500,118206
169233,10714007600,118207
169234,10714007700,118208
169235,10714007800,118209
169236,10714007900,118210
169237,10714008000,118211
169238,10714008100,118212
169239,10714008200,118213
169240,10714008300,118214
169241,10714008400,118215
169242,10714008500,118216
169243,10714008600,118217
169244,10714008700,118218
169245,10714008800,118219
169246,10714008900,118220
169247,10714009000,118221
169248,10714009100,118222
169249,10714009200,118223
169250,10714009300,118224
169251,10714009400,118225
169252,10714009500,118226
169253,10714009600,118227
169254,10714009700,118228
169255,10714009800,118229
169256,10714009900,118230
169257,10714010000,118231
169258,10714010100,118232
169259,10714010200,118233
169260,10714010300,118234
169261,10714010400,118235
169279,10800017400,118418
169282,10800017500,118419
169284,10800017600,118420
169292,10701002400,117387
169293,10701002500,117388
169294,10701002600,117389
169297,10701005000,117391
169299,10701005200,209719
169300,10703000100,117393
169301,10703000200,117394
169302,10703000300,117395
169304,10703000400,244787
169305,10703000500,117397
169306,10703000600,117398
169307,10703000700,117399
169323,10709005700,117828
169324,10709005800,117829
169325,10709005900,117830
169326,10709006000,117831
169327,10709006100,117832
169328,10709006200,117833
169329,10709006300,117834
169330,10709006400,117835
169331,10709006500,117836
169332,10709006600,117837
169333,10709006700,117838
169334,10709006800,117839
169335,10709006900,117840
169336,10709007000,117841
169337,10709007100,117842
169338,10709007200,117843
169339,10709007300,117844
169340,10709007400,117845
169341,10709007500,117846
169342,10709007600,117847
169343,10709007700,117848
169344,10709007800,117849
169345,10709007900,117850
169346,10709008000,117851
169347,10709008100,117852
169349,10709008200,117853
169350,10709008300,117854
169351,10709008400,117855
169352,10709008500,117856
169353,10714010500,118236
169354,10714010600,118237
169355,10714010700,118238
169356,10714010800,118239
169357,10714010900,118240
169358,10714011000,118241
169359,10714011100,118242
169360,10714011200,118243
169361,10714011300,118244
169362,10714011400,118245
169363,10714011500,118246
169364,10714011600,118247
169365,10714011700,118248
169366,10714011800,118249
169367,10714011900,118250
169368,10714012000,118251
169369,10714012100,118252
169370,10714012200,118253
169371,10714012300,118254
169372,10714012400,118255
169373,10714012500,118256
169374,10714012600,118257
169375,10714012700,118258
169376,10714012800,118259
169377,10714012900,118260
169378,10714013000,118261
169379,10714013100,118262
169380,10714013200,118263
169381,10714013300,118264
169382,10714013400,118265
169383,10714013500,118266
169384,10714013600,118267
169385,10714013700,118268
169386,10714013800,118269
169404,10800018100,118424
169416,10800018600,118425
169421,10703001900,117408
169423,10703002000,117409
169426,10703002300,117410
169429,10704000100,117413
169430,10704000200,117414
169431,10704000300,117415
169432,10704000400,117416
169433,10704000500,117417
169434,10704000600,117418
169435,10704000700,117419
169436,10704000800,117420
169437,10704000900,117421
169438,10704001000,117422
169439,10704001100,117423
169440,10704001200,117424
169441,10704001300,117425
169442,10704001301,117426
169443,10704001400,117427
169444,10704001500,117428
169445,10704001600,117429
169446,10704001700,117430
169449,10704001900,117431
169450,10704002000,117432
169451,10709008600,117857
169452,10709008700,117858
169453,10709008800,117859
169454,10709008900,117860
169455,10709009000,117861
169456,10709009100,117862
169457,10709009200,117863
169458,10709009300,117864
169459,10709009400,117865
169460,10709009500,117866
169461,10709009600,117867
169462,10709009700,117868
169463,10709009800,117869
169464,10709009900,117870
169465,10709010000,117871
169466,10709010100,117872
169467,10709010200,117873
169468,10709010300,117874
169469,10709010400,117875
169470,10709010500,117876
169471,10709010600,117877
169472,10709010700,117878
169473,10709010800,117879
169475,107130A00100CO,118076
169477,107130A00200CO,118077
169479,107130A00300CO,118078
169481,107130A00400CO,118079
169483,10714013900,118270
169484,10714014000,118271
169485,10714014100,118272
169486,10714014200,118273
169487,10714014300,118274
169488,10714014400,118275
169489,10714014500,118276
169490,10714014600,118277
169491,10714014700,118278
169492,10714014800,118279
169493,10714014900,118280
169494,10714015000,118281
169495,10714015100,118282
169496,10714015200,118283
169497,10714015300,118284
169498,10714015400,118285
169499,10714015500,118286
169500,10714015600,118287
169501,10714015700,118288
169502,10714015800,118289
169503,10714015900,118290
169504,10714016000,118291
169505,10714016100,118292
169506,10714016200,118293
169507,10714016300,118294
169508,10714016400,118295
169525,10800019000,118427
169526,10800019100,118428
169546,10704002100,117433
169547,10704002200,117434
169548,10704002300,117435
169549,10704002400,117436
169550,10704002500,117437
169551,10704002600,117438
169552,10704002700,117439
169553,10704002800,117440
169554,10704002900,117441
169555,10704003000,117442
169556,10704003100,117443
169557,10704003200,117444
169558,10704003300,117445
169559,10704003400,117446
169560,107050A10000CO,117689
169561,107050A10100CO,117690
169562,107050A10200CO,117691
169563,107050A10300CO,117692
169564,107050A10400CO,117693
169565,107050A10500CO,117694
169566,107050A10600CO,117695
169567,107050A10700CO,117696
169568,107050A10800CO,117697
169569,107050A10900CO,117698
169570,107050A11000CO,117699
169571,107050A11100CO,117700
169572,107050A11200CO,117701
169573,107050A11300CO,117702
169574,107050A11400CO,117703
169575,107050A11500CO,117704
169576,107050A11600CO,117705
